order_id,customer_id,order_date,ship_date,ship_mode
OR-303104,CU-101164,2023-10-24,2023-10-28,First Class
OR-303105,CU-101454,2022-03-13,2022-03-17,Same Day
OR-303106,CU-102753,2023-02-13,2023-02-15,Second Class
OR-303107,CU-101458,2023-04-26,2023-05-02,First Class
OR-303108,CU-100199,2022-09-08,2022-09-11,First Class
OR-303109,CU-102568,2023-11-21,2023-11-25,Same Day
OR-303110,CU-101635,2023-04-10,2023-04-16,First Class
OR-303111,CU-102935,2024-06-19,2024-06-25,First Class
OR-303112,CU-101897,2022-06-12,2022-06-18,First Class
OR-303113,CU-100694,2022-10-15,2022-10-19,Same Day
OR-303114,CU-102165,2024-04-03,2024-04-09,Second Class
OR-303115,CU-102439,2023-02-18,2023-02-19,Standard Class
OR-303116,CU-100082,2023-07-10,2023-07-16,Standard Class
OR-303117,CU-100522,2024-11-01,2024-11-05,Same Day
OR-303118,CU-101991,2024-11-30,2024-12-05,First Class
OR-303119,CU-102927,2022-03-07,2022-03-14,Same Day
OR-303120,CU-102454,2023-01-10,2023-01-17,Standard Class
OR-303121,CU-102784,2022-11-03,2022-11-09,Same Day
OR-303122,CU-101496,2023-09-17,2023-09-23,Same Day
OR-303123,CU-100611,2023-04-05,2023-04-08,Second Class
OR-303124,CU-102261,2023-08-30,2023-09-06,Standard Class
OR-303125,CU-102783,2022-04-08,2022-04-11,Same Day
OR-303126,CU-100945,2022-12-12,2022-12-18,Standard Class
OR-303127,CU-102523,2024-04-17,2024-04-20,Second Class
OR-303128,CU-102898,2024-12-21,2024-12-23,Second Class
OR-303129,CU-100496,2023-01-21,2023-01-25,First Class
OR-303130,CU-100446,2022-09-11,2022-09-16,Second Class
OR-303131,CU-100104,2022-09-18,2022-09-20,Second Class
OR-303132,CU-102077,2022-09-04,2022-09-07,Second Class
OR-303133,CU-101963,2024-10-25,2024-10-31,First Class
OR-303134,CU-102535,2023-09-16,2023-09-22,Standard Class
OR-303135,CU-100212,2022-06-10,2022-06-16,First Class
OR-303136,CU-102293,2024-12-04,2024-12-06,Standard Class
OR-303137,CU-102498,2024-07-22,2024-07-24,First Class
OR-303138,CU-101743,2024-06-29,2024-07-06,Standard Class
OR-303139,CU-101315,2023-02-18,2023-02-20,Second Class
OR-303140,CU-102352,2023-01-10,2023-01-17,Standard Class
OR-303141,CU-101755,2024-03-10,2024-03-17,First Class
OR-303142,CU-101361,2023-01-16,2023-01-22,Same Day
OR-303143,CU-101779,2023-09-09,2023-09-14,Same Day
OR-303144,CU-102307,2024-11-17,2024-11-18,First Class
OR-303145,CU-100566,2024-05-05,2024-05-10,Same Day
OR-303146,CU-102632,2024-01-14,2024-01-18,First Class
OR-303147,CU-101928,2023-06-11,2023-06-17,Second Class
OR-303148,CU-100071,2024-02-01,2024-02-04,First Class
OR-303149,CU-100752,2024-11-17,2024-11-19,Second Class
OR-303150,CU-101397,2022-02-17,2022-02-22,First Class
OR-303151,CU-100672,2022-08-03,2022-08-04,First Class
OR-303152,CU-100829,2023-10-17,2023-10-22,Standard Class
OR-303153,CU-102578,2024-01-18,2024-01-25,First Class
OR-303154,CU-101943,2024-07-25,2024-07-28,Standard Class
OR-303155,CU-102336,2024-04-17,2024-04-21,Same Day
OR-303156,CU-102460,2022-12-19,2022-12-24,First Class
OR-303157,CU-102034,2023-08-06,2023-08-10,Same Day
OR-303158,CU-102799,2022-04-03,2022-04-06,Second Class
OR-303159,CU-102212,2022-04-24,2022-04-30,Same Day
OR-303160,CU-102023,2024-02-10,2024-02-11,First Class
OR-303161,CU-100916,2024-04-19,2024-04-23,First Class
OR-303162,CU-101688,2022-06-03,2022-06-06,Same Day
OR-303163,CU-102384,2023-06-07,2023-06-14,First Class
OR-303164,CU-101959,2024-11-16,2024-11-23,Standard Class
OR-303165,CU-101612,2024-05-05,2024-05-09,Standard Class
OR-303166,CU-100748,2023-09-22,2023-09-27,First Class
OR-303167,CU-101097,2022-07-20,2022-07-24,Standard Class
OR-303168,CU-102109,2022-01-13,2022-01-16,Same Day
OR-303169,CU-101883,2022-05-17,2022-05-24,Second Class
OR-303170,CU-102217,2022-02-17,2022-02-20,Same Day
OR-303171,CU-102783,2024-06-30,2024-07-06,Second Class
OR-303172,CU-101783,2023-04-14,2023-04-15,Same Day
OR-303173,CU-102598,2023-11-14,2023-11-18,Standard Class
OR-303174,CU-100992,2023-07-08,2023-07-10,Standard Class
OR-303175,CU-102527,2022-09-21,2022-09-28,Standard Class
OR-303176,CU-102718,2024-11-12,2024-11-16,Standard Class
OR-303177,CU-101926,2024-03-26,2024-04-01,Standard Class
OR-303178,CU-101664,2022-08-20,2022-08-27,First Class
OR-303179,CU-102063,2023-08-03,2023-08-07,Second Class
OR-303180,CU-100117,2023-03-01,2023-03-07,First Class
OR-303181,CU-102271,2023-11-08,2023-11-15,Standard Class
OR-303182,CU-102395,2022-11-24,2022-11-25,Standard Class
OR-303183,CU-101635,2024-12-23,2024-12-25,Second Class
OR-303184,CU-102068,2024-07-16,2024-07-23,Same Day
OR-303185,CU-101380,2023-12-15,2023-12-18,Second Class
OR-303186,CU-102227,2022-04-02,2022-04-05,First Class
OR-303187,CU-102349,2023-04-15,2023-04-21,First Class
OR-303188,CU-101228,2023-02-08,2023-02-14,Second Class
OR-303189,CU-101817,2022-06-12,2022-06-18,Same Day
OR-303190,CU-101175,2022-01-14,2022-01-19,Same Day
OR-303191,CU-102463,2023-06-11,2023-06-18,Same Day
OR-303192,CU-102040,2022-05-09,2022-05-12,Standard Class
OR-303193,CU-101393,2024-10-06,2024-10-11,Same Day
OR-303194,CU-102770,2022-12-07,2022-12-10,First Class
OR-303195,CU-101969,2024-05-08,2024-05-10,Standard Class
OR-303196,CU-102486,2024-11-09,2024-11-10,First Class
OR-303197,CU-102516,2024-07-02,2024-07-03,First Class
OR-303198,CU-100488,2024-02-26,2024-02-28,Standard Class
OR-303199,CU-102318,2022-12-04,2022-12-09,Second Class
OR-303200,CU-102220,2024-08-09,2024-08-12,Second Class
OR-303201,CU-102029,2024-03-06,2024-03-10,First Class
OR-303202,CU-100770,2022-12-21,2022-12-25,First Class
OR-303203,CU-102302,2022-05-04,2022-05-11,Second Class
OR-303204,CU-102499,2022-08-12,2022-08-17,Second Class
OR-303205,CU-101053,2023-07-20,2023-07-26,Second Class
OR-303206,CU-100516,2022-11-07,2022-11-10,Same Day
OR-303207,CU-100155,2024-05-18,2024-05-22,First Class
OR-303208,CU-101534,2024-01-18,2024-01-22,First Class
OR-303209,CU-101879,2022-07-10,2022-07-11,Same Day
OR-303210,CU-102853,2024-04-06,2024-04-11,Standard Class
OR-303211,CU-102294,2024-09-25,2024-10-02,First Class
OR-303212,CU-101758,2022-10-12,2022-10-14,Second Class
OR-303213,CU-100286,2023-08-20,2023-08-21,Same Day
OR-303214,CU-101239,2024-05-16,2024-05-23,Second Class
OR-303215,CU-100710,2023-03-21,2023-03-25,Second Class
OR-303216,CU-100527,2024-04-05,2024-04-09,Second Class
OR-303217,CU-102086,2024-10-19,2024-10-23,Second Class
OR-303218,CU-102057,2022-08-13,2022-08-14,Standard Class
OR-303219,CU-102066,2023-01-18,2023-01-24,Same Day
OR-303220,CU-102807,2022-09-13,2022-09-18,Same Day
OR-303221,CU-100608,2023-02-09,2023-02-16,Second Class
OR-303222,CU-101934,2022-04-12,2022-04-15,First Class
OR-303223,CU-101953,2022-03-12,2022-03-19,Second Class
OR-303224,CU-101459,2023-02-22,2023-02-28,Same Day
OR-303225,CU-101244,2023-12-02,2023-12-06,First Class
OR-303226,CU-101414,2023-02-16,2023-02-20,Second Class
OR-303227,CU-101705,2022-11-29,2022-11-30,Standard Class
OR-303228,CU-101530,2023-04-28,2023-05-05,First Class
OR-303229,CU-102358,2023-12-28,2023-12-30,Same Day
OR-303230,CU-102023,2023-07-06,2023-07-11,Same Day
OR-303231,CU-101229,2024-09-19,2024-09-24,First Class
OR-303232,CU-100423,2023-11-14,2023-11-19,First Class
OR-303233,CU-100660,2024-08-02,2024-08-03,Same Day
OR-303234,CU-102454,2022-07-22,2022-07-26,Standard Class
OR-303235,CU-100306,2022-08-29,2022-09-01,First Class
OR-303236,CU-100166,2024-07-21,2024-07-24,Standard Class
OR-303237,CU-101798,2023-11-30,2023-12-06,First Class
OR-303238,CU-100088,2024-05-10,2024-05-16,Same Day
OR-303239,CU-102092,2022-01-10,2022-01-12,Same Day
OR-303240,CU-102155,2022-06-24,2022-06-30,Same Day
OR-303241,CU-100166,2022-05-21,2022-05-27,Standard Class
OR-303242,CU-101966,2023-03-12,2023-03-17,Standard Class
OR-303243,CU-100814,2024-04-30,2024-05-03,Second Class
OR-303244,CU-100731,2022-04-07,2022-04-13,First Class
OR-303245,CU-102574,2024-08-03,2024-08-04,First Class
OR-303246,CU-100258,2023-10-24,2023-10-25,First Class
OR-303247,CU-100310,2022-08-21,2022-08-23,Same Day
OR-303248,CU-100985,2024-10-06,2024-10-07,Standard Class
OR-303249,CU-102884,2024-10-24,2024-10-31,Standard Class
OR-303250,CU-101937,2022-04-25,2022-04-28,Second Class
OR-303251,CU-101982,2023-01-31,2023-02-03,Same Day
OR-303252,CU-102072,2022-05-30,2022-05-31,First Class
OR-303253,CU-100138,2023-08-07,2023-08-09,Standard Class
OR-303254,CU-100268,2023-10-22,2023-10-27,Same Day
OR-303255,CU-101573,2022-08-27,2022-08-31,Standard Class
OR-303256,CU-101340,2023-10-07,2023-10-08,Same Day
OR-303257,CU-102444,2023-12-06,2023-12-07,Standard Class
OR-303258,CU-100738,2022-11-23,2022-11-27,Same Day
OR-303259,CU-102215,2024-08-23,2024-08-29,Same Day
OR-303260,CU-100199,2022-04-17,2022-04-22,Standard Class
OR-303261,CU-101514,2022-11-17,2022-11-24,Same Day
OR-303262,CU-101098,2022-09-05,2022-09-09,Standard Class
OR-303263,CU-101155,2024-07-06,2024-07-07,First Class
OR-303264,CU-101467,2022-04-17,2022-04-19,Same Day
OR-303265,CU-101051,2024-11-20,2024-11-22,Second Class
OR-303266,CU-101494,2024-10-05,2024-10-08,Same Day
OR-303267,CU-101837,2022-10-16,2022-10-19,Standard Class
OR-303268,CU-102108,2024-07-07,2024-07-14,First Class
OR-303269,CU-102021,2024-11-15,2024-11-17,Standard Class
OR-303270,CU-100452,2024-09-18,2024-09-22,First Class
OR-303271,CU-101547,2022-02-14,2022-02-18,Standard Class
OR-303272,CU-100807,2023-07-07,2023-07-13,First Class
OR-303273,CU-101547,2023-05-21,2023-05-24,Same Day
OR-303274,CU-101737,2024-11-30,2024-12-02,Second Class
OR-303275,CU-102805,2024-03-15,2024-03-18,First Class
OR-303276,CU-102654,2022-10-07,2022-10-09,First Class
OR-303277,CU-100505,2023-10-06,2023-10-13,Same Day
OR-303278,CU-101867,2022-08-28,2022-09-03,Standard Class
OR-303279,CU-101848,2023-02-01,2023-02-05,First Class
OR-303280,CU-101440,2024-08-29,2024-09-05,Second Class
OR-303281,CU-102544,2022-06-20,2022-06-22,Same Day
OR-303282,CU-102969,2022-12-28,2022-12-30,Standard Class
OR-303283,CU-101746,2024-09-01,2024-09-05,First Class
OR-303284,CU-101870,2024-04-03,2024-04-04,First Class
OR-303285,CU-102047,2022-08-15,2022-08-19,Standard Class
OR-303286,CU-101319,2023-07-10,2023-07-14,Standard Class
OR-303287,CU-100577,2023-05-18,2023-05-23,Same Day
OR-303288,CU-102391,2023-09-27,2023-10-02,Second Class
OR-303289,CU-101730,2023-03-16,2023-03-21,First Class
OR-303290,CU-101596,2023-08-09,2023-08-14,First Class
OR-303291,CU-100250,2022-01-17,2022-01-18,Same Day
OR-303292,CU-100792,2024-12-02,2024-12-06,Second Class
OR-303293,CU-100329,2024-10-01,2024-10-04,Standard Class
OR-303294,CU-102197,2023-06-02,2023-06-04,Second Class
OR-303295,CU-101120,2022-10-26,2022-10-29,Same Day
OR-303296,CU-100898,2023-09-17,2023-09-23,Second Class
OR-303297,CU-100410,2024-10-18,2024-10-24,First Class
OR-303298,CU-102848,2022-06-21,2022-06-27,Standard Class
OR-303299,CU-102467,2024-10-05,2024-10-08,Second Class
OR-303300,CU-100147,2022-02-24,2022-03-03,Second Class
OR-303301,CU-101163,2023-07-14,2023-07-20,First Class
OR-303302,CU-100946,2023-02-23,2023-03-02,First Class
OR-303303,CU-101393,2022-07-09,2022-07-11,Second Class
OR-303304,CU-101720,2023-06-01,2023-06-04,Same Day
OR-303305,CU-102676,2024-02-01,2024-02-04,Standard Class
OR-303306,CU-100225,2023-05-13,2023-05-19,First Class
OR-303307,CU-102710,2022-09-20,2022-09-22,Standard Class
OR-303308,CU-100516,2024-05-30,2024-06-06,Standard Class
OR-303309,CU-102500,2024-11-09,2024-11-16,Same Day
OR-303310,CU-102152,2023-09-18,2023-09-23,Second Class
OR-303311,CU-102484,2023-08-17,2023-08-24,Same Day
OR-303312,CU-101322,2023-02-08,2023-02-10,Second Class
OR-303313,CU-102795,2022-08-16,2022-08-17,First Class
OR-303314,CU-101032,2024-04-25,2024-05-02,First Class
OR-303315,CU-100212,2024-12-15,2024-12-16,Standard Class
OR-303316,CU-102306,2022-06-15,2022-06-17,First Class
OR-303317,CU-100593,2023-05-03,2023-05-09,Same Day
OR-303318,CU-102545,2024-10-04,2024-10-06,Second Class
OR-303319,CU-100192,2024-09-30,2024-10-07,First Class
OR-303320,CU-101269,2023-11-16,2023-11-18,Standard Class
OR-303321,CU-101417,2022-01-27,2022-01-31,Same Day
OR-303322,CU-101062,2024-11-19,2024-11-21,Standard Class
OR-303323,CU-100126,2024-09-20,2024-09-22,Same Day
OR-303324,CU-100133,2022-07-29,2022-08-05,Second Class
OR-303325,CU-100518,2022-12-21,2022-12-27,Second Class
OR-303326,CU-100537,2022-10-23,2022-10-27,First Class
OR-303327,CU-100578,2023-01-29,2023-01-30,First Class
OR-303328,CU-102527,2024-11-14,2024-11-19,Second Class
OR-303329,CU-101596,2024-06-03,2024-06-08,Standard Class
OR-303330,CU-100420,2024-07-01,2024-07-08,Same Day
OR-303331,CU-100164,2023-01-10,2023-01-15,Second Class
OR-303332,CU-100701,2022-03-25,2022-03-26,Standard Class
OR-303333,CU-100316,2023-04-26,2023-04-30,Second Class
OR-303334,CU-102027,2024-07-19,2024-07-24,Second Class
OR-303335,CU-100157,2023-07-04,2023-07-06,Second Class
OR-303336,CU-102608,2022-07-08,2022-07-10,Standard Class
OR-303337,CU-100505,2022-04-15,2022-04-19,Second Class
OR-303338,CU-100220,2024-06-03,2024-06-07,Same Day
OR-303339,CU-101024,2024-09-02,2024-09-09,Second Class
OR-303340,CU-100229,2024-04-13,2024-04-19,Second Class
OR-303341,CU-102673,2023-03-15,2023-03-19,Standard Class
OR-303342,CU-101783,2022-02-03,2022-02-07,Standard Class
OR-303343,CU-101098,2022-05-19,2022-05-25,Same Day
OR-303344,CU-102862,2022-11-08,2022-11-12,Second Class
OR-303345,CU-102593,2022-03-31,2022-04-05,Standard Class
OR-303346,CU-100706,2024-12-29,2024-12-30,First Class
OR-303347,CU-102396,2023-07-14,2023-07-18,Standard Class
OR-303348,CU-101033,2022-07-15,2022-07-19,Standard Class
OR-303349,CU-101793,2022-05-18,2022-05-21,Same Day
OR-303350,CU-100134,2022-02-07,2022-02-14,Standard Class
OR-303351,CU-102668,2023-09-28,2023-10-04,Same Day
OR-303352,CU-101787,2024-04-23,2024-04-25,First Class
OR-303353,CU-101175,2024-02-27,2024-03-03,Same Day
OR-303354,CU-100159,2022-03-29,2022-04-04,Second Class
OR-303355,CU-102954,2022-12-11,2022-12-15,Second Class
OR-303356,CU-101736,2022-02-26,2022-03-02,Standard Class
OR-303357,CU-100680,2023-03-23,2023-03-24,Standard Class
OR-303358,CU-102555,2024-12-28,2025-01-03,Second Class
OR-303359,CU-100145,2023-10-06,2023-10-13,Second Class
OR-303360,CU-101876,2024-12-04,2024-12-09,First Class
OR-303361,CU-100888,2022-01-10,2022-01-11,Second Class
OR-303362,CU-101713,2023-02-08,2023-02-10,Second Class
OR-303363,CU-100428,2024-08-07,2024-08-10,Standard Class
OR-303364,CU-102019,2022-06-19,2022-06-23,Standard Class
OR-303365,CU-101142,2022-12-19,2022-12-25,Standard Class
OR-303366,CU-101642,2022-07-28,2022-08-01,Same Day
OR-303367,CU-100383,2022-02-11,2022-02-18,Second Class
OR-303368,CU-101788,2024-04-02,2024-04-05,First Class
OR-303369,CU-102868,2023-04-17,2023-04-23,Same Day
OR-303370,CU-100897,2022-09-05,2022-09-07,Standard Class
OR-303371,CU-101771,2022-07-12,2022-07-14,Standard Class
OR-303372,CU-101905,2022-06-25,2022-06-26,Standard Class
OR-303373,CU-101542,2023-04-08,2023-04-13,First Class
OR-303374,CU-101817,2023-04-23,2023-04-27,Second Class
OR-303375,CU-101681,2022-05-11,2022-05-14,First Class
OR-303376,CU-101119,2024-12-07,2024-12-12,Standard Class
OR-303377,CU-101128,2024-07-13,2024-07-16,Standard Class
OR-303378,CU-101708,2024-12-13,2024-12-20,First Class
OR-303379,CU-100610,2023-07-16,2023-07-17,Second Class
OR-303380,CU-100430,2023-10-03,2023-10-04,Standard Class
OR-303381,CU-102715,2022-09-25,2022-10-01,Standard Class
OR-303382,CU-101977,2023-06-17,2023-06-22,Standard Class
OR-303383,CU-102867,2024-07-13,2024-07-14,Second Class
OR-303384,CU-101933,2023-07-13,2023-07-19,Same Day
OR-303385,CU-100227,2024-04-08,2024-04-14,First Class
OR-303386,CU-102507,2023-01-05,2023-01-08,Same Day
OR-303387,CU-102969,2022-10-25,2022-10-30,Standard Class
OR-303388,CU-100187,2022-08-11,2022-08-16,Same Day
OR-303389,CU-102597,2023-02-23,2023-03-02,Same Day
OR-303390,CU-101629,2023-05-27,2023-06-03,Second Class
OR-303391,CU-101869,2022-06-12,2022-06-19,Standard Class
OR-303392,CU-102455,2024-04-09,2024-04-13,Standard Class
OR-303393,CU-101823,2023-03-17,2023-03-19,Standard Class
OR-303394,CU-100077,2024-04-05,2024-04-12,Second Class
OR-303395,CU-101229,2023-12-15,2023-12-21,Standard Class
OR-303396,CU-101107,2023-06-30,2023-07-05,Same Day
OR-303397,CU-102941,2022-06-07,2022-06-12,Same Day
OR-303398,CU-101600,2022-05-17,2022-05-18,Standard Class
OR-303399,CU-102878,2023-03-12,2023-03-16,Same Day
OR-303400,CU-101096,2023-05-06,2023-05-09,Standard Class
OR-303401,CU-100482,2023-04-15,2023-04-16,Standard Class
OR-303402,CU-101066,2024-12-01,2024-12-02,Same Day
OR-303403,CU-101492,2022-01-03,2022-01-05,Same Day
OR-303404,CU-100630,2023-01-14,2023-01-20,Same Day
OR-303405,CU-102872,2023-01-09,2023-01-12,Standard Class
OR-303406,CU-101344,2024-02-11,2024-02-14,Standard Class
OR-303407,CU-101576,2024-10-11,2024-10-16,First Class
OR-303408,CU-102633,2024-01-28,2024-01-29,Same Day
OR-303409,CU-102932,2022-05-07,2022-05-14,First Class
OR-303410,CU-102623,2022-12-29,2023-01-04,Second Class
OR-303411,CU-101537,2022-10-03,2022-10-06,Second Class
OR-303412,CU-101594,2024-01-09,2024-01-15,Same Day
OR-303413,CU-100477,2022-06-07,2022-06-14,Second Class
OR-303414,CU-101214,2022-05-11,2022-05-13,Standard Class
OR-303415,CU-100753,2024-08-14,2024-08-15,Second Class
OR-303416,CU-101374,2023-11-18,2023-11-20,First Class
OR-303417,CU-102691,2022-04-03,2022-04-07,First Class
OR-303418,CU-101373,2024-01-27,2024-02-03,First Class
OR-303419,CU-102135,2024-08-24,2024-08-28,First Class
OR-303420,CU-101574,2023-07-21,2023-07-22,Second Class
OR-303421,CU-102308,2024-07-04,2024-07-07,Second Class
OR-303422,CU-102920,2024-04-21,2024-04-23,Second Class
OR-303423,CU-102342,2022-10-31,2022-11-01,Second Class
OR-303424,CU-100149,2022-04-11,2022-04-17,Same Day
OR-303425,CU-101381,2024-07-24,2024-07-29,First Class
OR-303426,CU-100118,2023-10-03,2023-10-08,Standard Class
OR-303427,CU-101016,2022-02-21,2022-02-26,Same Day
OR-303428,CU-101982,2024-09-10,2024-09-14,Same Day
OR-303429,CU-102159,2023-11-25,2023-11-28,Standard Class
OR-303430,CU-102563,2022-03-25,2022-03-28,Second Class
OR-303431,CU-101759,2023-03-03,2023-03-07,First Class
OR-303432,CU-102671,2023-04-22,2023-04-25,Standard Class
OR-303433,CU-100415,2024-03-28,2024-03-31,Standard Class
OR-303434,CU-101009,2023-05-23,2023-05-24,Standard Class
OR-303435,CU-102009,2023-05-11,2023-05-12,Same Day
OR-303436,CU-102366,2024-10-11,2024-10-12,Same Day
OR-303437,CU-102205,2024-05-27,2024-06-03,Same Day
OR-303438,CU-101235,2023-10-03,2023-10-05,Same Day
OR-303439,CU-100322,2023-10-01,2023-10-04,First Class
OR-303440,CU-101043,2024-06-06,2024-06-09,Second Class
OR-303441,CU-101239,2023-07-17,2023-07-18,Standard Class
OR-303442,CU-100472,2022-12-05,2022-12-12,Standard Class
OR-303443,CU-102183,2023-06-26,2023-07-02,Same Day
OR-303444,CU-100760,2023-03-30,2023-04-01,Same Day
OR-303445,CU-100855,2023-09-16,2023-09-20,Same Day
OR-303446,CU-101684,2024-06-24,2024-06-25,Same Day
OR-303447,CU-101454,2023-12-18,2023-12-23,First Class
OR-303448,CU-101096,2024-08-24,2024-08-28,First Class
OR-303449,CU-100850,2022-10-24,2022-10-30,Standard Class
OR-303450,CU-102353,2024-07-22,2024-07-24,Standard Class
OR-303451,CU-101017,2023-03-24,2023-03-25,Second Class
OR-303452,CU-101007,2022-04-19,2022-04-20,Same Day
OR-303453,CU-102324,2023-09-29,2023-10-03,First Class
OR-303454,CU-102462,2022-06-29,2022-07-03,Second Class
OR-303455,CU-100526,2024-01-17,2024-01-19,Second Class
OR-303456,CU-100284,2022-10-05,2022-10-12,Standard Class
OR-303457,CU-102125,2024-11-14,2024-11-16,Second Class
OR-303458,CU-101369,2024-10-31,2024-11-04,Same Day
OR-303459,CU-100049,2023-01-21,2023-01-28,Same Day
OR-303460,CU-102905,2023-05-29,2023-06-04,Same Day
OR-303461,CU-100149,2023-03-27,2023-03-30,Standard Class
OR-303462,CU-100931,2024-02-16,2024-02-21,Standard Class
OR-303463,CU-101167,2023-08-22,2023-08-28,Standard Class
OR-303464,CU-100788,2022-04-15,2022-04-20,Same Day
OR-303465,CU-100814,2023-05-27,2023-05-29,Standard Class
OR-303466,CU-101111,2023-04-04,2023-04-10,Same Day
OR-303467,CU-100988,2024-03-14,2024-03-16,Standard Class
OR-303468,CU-100952,2022-06-22,2022-06-27,Standard Class
OR-303469,CU-100313,2022-05-05,2022-05-11,Same Day
OR-303470,CU-100501,2024-08-22,2024-08-26,First Class
OR-303471,CU-100487,2024-12-04,2024-12-11,First Class
OR-303472,CU-102711,2023-06-05,2023-06-06,First Class
OR-303473,CU-102455,2022-03-12,2022-03-18,Standard Class
OR-303474,CU-100804,2022-09-27,2022-10-04,Second Class
OR-303475,CU-102646,2024-09-27,2024-10-02,Standard Class
OR-303476,CU-100757,2024-02-01,2024-02-05,Second Class
OR-303477,CU-101432,2023-03-06,2023-03-07,Standard Class
OR-303478,CU-101129,2024-02-04,2024-02-07,Second Class
OR-303479,CU-100727,2022-08-17,2022-08-23,First Class
OR-303480,CU-101042,2022-09-05,2022-09-09,Second Class
OR-303481,CU-101159,2023-10-21,2023-10-24,Second Class
OR-303482,CU-101107,2023-06-04,2023-06-07,Standard Class
OR-303483,CU-100998,2024-02-19,2024-02-23,Same Day
OR-303484,CU-101221,2022-10-28,2022-10-31,Standard Class
OR-303485,CU-100835,2022-01-27,2022-02-03,Standard Class
OR-303486,CU-100198,2022-10-08,2022-10-14,Same Day
OR-303487,CU-101487,2024-06-23,2024-06-26,Standard Class
OR-303488,CU-102921,2023-06-21,2023-06-28,Same Day
OR-303489,CU-101764,2022-11-19,2022-11-20,First Class
OR-303490,CU-102137,2024-06-29,2024-07-01,Second Class
OR-303491,CU-101632,2024-08-31,2024-09-07,Second Class
OR-303492,CU-100722,2024-12-01,2024-12-02,First Class
OR-303493,CU-102112,2024-06-10,2024-06-16,Same Day
OR-303494,CU-100162,2024-01-24,2024-01-27,Same Day
OR-303495,CU-102926,2023-05-19,2023-05-26,Second Class
OR-303496,CU-100324,2022-12-02,2022-12-09,First Class
OR-303497,CU-100211,2024-04-18,2024-04-24,Second Class
OR-303498,CU-102769,2023-12-13,2023-12-19,First Class
OR-303499,CU-101313,2023-10-11,2023-10-14,Second Class
OR-303500,CU-101139,2023-02-12,2023-02-18,Second Class
OR-303501,CU-100616,2022-01-26,2022-01-27,Same Day
OR-303502,CU-102823,2022-09-08,2022-09-13,Same Day
OR-303503,CU-101364,2024-10-19,2024-10-25,Standard Class
OR-303504,CU-101900,2022-01-14,2022-01-17,Standard Class
OR-303505,CU-101346,2022-04-17,2022-04-22,Same Day
OR-303506,CU-102737,2023-05-16,2023-05-23,Second Class
OR-303507,CU-100241,2023-10-31,2023-11-07,Second Class
OR-303508,CU-100546,2023-01-10,2023-01-14,Second Class
OR-303509,CU-101138,2024-12-09,2024-12-13,Standard Class
OR-303510,CU-101728,2023-03-16,2023-03-18,Same Day
OR-303511,CU-102019,2024-08-16,2024-08-17,First Class
OR-303512,CU-100037,2023-05-26,2023-05-28,Second Class
OR-303513,CU-101658,2024-06-06,2024-06-13,Standard Class
OR-303514,CU-100854,2024-03-09,2024-03-14,Standard Class
OR-303515,CU-100909,2023-08-25,2023-08-29,First Class
OR-303516,CU-102388,2023-04-21,2023-04-24,First Class
OR-303517,CU-102350,2022-06-10,2022-06-14,Standard Class
OR-303518,CU-100817,2024-12-17,2024-12-21,Standard Class
OR-303519,CU-102635,2023-03-10,2023-03-13,First Class
OR-303520,CU-100375,2023-09-27,2023-09-30,First Class
OR-303521,CU-102247,2023-09-13,2023-09-15,Standard Class
OR-303522,CU-102679,2022-01-14,2022-01-15,Same Day
OR-303523,CU-100308,2023-02-16,2023-02-20,Same Day
OR-303524,CU-102823,2024-06-25,2024-06-28,Second Class
OR-303525,CU-101133,2024-02-08,2024-02-11,Second Class
OR-303526,CU-100551,2022-02-25,2022-03-02,Same Day
OR-303527,CU-101027,2023-03-13,2023-03-15,First Class
OR-303528,CU-100488,2024-07-05,2024-07-08,Standard Class
OR-303529,CU-100132,2023-03-28,2023-04-03,Standard Class
OR-303530,CU-102171,2022-09-07,2022-09-13,Same Day
OR-303531,CU-101360,2023-08-31,2023-09-07,First Class
OR-303532,CU-100807,2024-10-01,2024-10-03,Standard Class
OR-303533,CU-101670,2022-02-05,2022-02-11,First Class
OR-303534,CU-101435,2022-09-20,2022-09-27,Second Class
OR-303535,CU-102640,2023-12-31,2024-01-03,Same Day
OR-303536,CU-101931,2023-07-16,2023-07-23,First Class
OR-303537,CU-100505,2022-10-23,2022-10-25,Same Day
OR-303538,CU-102151,2024-10-24,2024-10-29,Same Day
OR-303539,CU-100237,2023-12-23,2023-12-25,Standard Class
OR-303540,CU-101609,2023-01-28,2023-02-03,Same Day
OR-303541,CU-102465,2022-07-03,2022-07-07,First Class
OR-303542,CU-100338,2024-12-06,2024-12-07,Standard Class
OR-303543,CU-102299,2024-02-14,2024-02-17,Standard Class
OR-303544,CU-100999,2023-04-22,2023-04-28,Standard Class
OR-303545,CU-101845,2022-06-04,2022-06-08,Same Day
OR-303546,CU-101535,2024-09-20,2024-09-27,First Class
OR-303547,CU-101942,2023-01-09,2023-01-11,Second Class
OR-303548,CU-101664,2023-05-12,2023-05-13,First Class
OR-303549,CU-101041,2023-02-22,2023-02-28,First Class
OR-303550,CU-102395,2022-11-17,2022-11-21,Second Class
OR-303551,CU-100923,2024-07-17,2024-07-21,Second Class
OR-303552,CU-101440,2023-10-25,2023-11-01,Standard Class
OR-303553,CU-100052,2024-07-02,2024-07-06,First Class
